"Neighborhood","Activated","Latitude","Longitude"
"Fort Greene",2016-01-01,40.6948920001,-73.9754162001
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6951101004,-73.9884821003
"University Heights-Morris Heights",2017-02-01,40.8538420303,-73.9093879802
"Upper East Side-Carnegie Hill",2018-05-01,40.7705165703,-73.9666044601
"West New Brighton-New Brighton-St. George",2016-01-01,40.6246980001,-74.1142109998
"Park Slope-Gowanus",2017-08-01,40.6810387203,-73.9757301701
"East Harlem South",2016-01-01,40.7965279996,-73.9484920005
"East Harlem North",2016-03-01,40.7977090004,-73.9400349997
"Carroll Gardens-Columbia Street-Red Hook",2017-09-01,40.6824098696,-73.9934671297
"SoHo-TriBeCa-Civic Center-Little Italy",2017-04-01,40.7268889997,-74.0074869997
"park-cemetery-etc-Bronx",2016-01-01,40.8492329996,-73.8210499995
"Richmond Hill",2017-08-01,40.6954198104,-73.8405505595
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-05-01,40.7415099998,-74.0010880005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6893190003,-73.9871619999
"Midtown-Midtown South",2016-01-01,40.7531639996,-73.9839640002
"Midtown-Midtown South",2017-07-01,40.7670078111,-73.9818592903
"Woodhaven",2017-07-01,40.6914500002,-73.866734
"East Village",2016-10-01,40.7302316504,-73.98926217
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6946929996,-73.9838490003
"Park Slope-Gowanus",2016-01-01,40.6834588325,-73.9785414755
"Gramercy",2017-04-01,40.7403098004,-73.9842789005
"Middle Village",2016-01-01,40.7182240002,-73.8825239996
"Park Slope-Gowanus",2017-08-01,40.6678730002,-73.9875089995
"Hamilton Heights",2016-12-01,40.8271170004,-73.9497379999
"Yorkville",2018-03-01,40.7793669997,-73.9533269996
"East Village",2016-09-01,40.7284803901,-73.9878759201
"Bay Ridge",2016-01-01,40.6166219996,-74.0308759998
"Park Slope-Gowanus",2017-06-01,40.6690179999,-73.9863169995
"East Flushing",2016-01-01,40.7472600001,-73.8028599999
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",2017-05-01,40.58738523,-74.1037082195
"Melrose South-Mott Haven North",2017-05-01,40.8214369997,-73.9123269999
"Upper West Side",2016-01-01,40.7848346367,-73.9774521159
"Seagate-Coney Island",2016-01-01,40.5737390002,-73.9818939996
"Hamilton Heights",2016-10-01,40.8233610002,-73.9488440004
"East Harlem North",2016-04-01,40.8018986103,-73.9372890698
"Cypress Hills-City Line",2017-12-01,40.6851309404,-73.8667773299
"Richmond Hill",2017-06-01,40.7001586499,-73.8309137005
"Melrose South-Mott Haven North",2016-12-01,40.8171412003,-73.9162084399
"Astoria",2018-02-01,40.76266328,-73.9125412895
"Stapleton-Rosebank",2016-01-01,40.6265790002,-74.076173
"University Heights-Morris Heights",2017-01-01,40.8538810002,-73.9086619994
"Central Harlem North-Polo Grounds",2018-05-01,40.819549,-73.944183
"Midtown-Midtown South",2016-04-01,40.7575440004,-73.9894090003
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7432415473,-74.0068030355
"Central Harlem South",2016-01-01,40.8042789996,-73.9525329998
"Battery Park City-Lower Manhattan",2016-01-01,40.7103679997,-74.0095089997
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-07-01,40.6876489803,-73.9804235504
"Richmond Hill",2018-06-01,40.7010399999,-73.8247189998
"Prospect Lefferts Gardens-Wingate",2017-04-01,40.6547043304,-73.9595678795
"Hamilton Heights",2017-02-01,40.8254190002,-73.9476040006
"Lower East Side",2016-01-01,40.7200050002,-73.9814379995
"Old Town-Dongan Hills-South Beach",2016-01-01,40.5764829999,-74.0796240005
"Crown Heights North",2016-01-01,40.6738050002,-73.9347849998
"Battery Park City-Lower Manhattan",2016-01-01,40.7051010003,-74.0026015994
"Central Harlem North-Polo Grounds",2016-01-01,40.8098880004,-73.9390120002
"Kew Gardens Hills",2016-01-01,40.7259184856,-73.8207190696
"Murray Hill-Kips Bay",2016-02-01,40.7482890004,-73.9761049995
"Hammels-Arverne-Edgemere",2016-01-01,40.586556,-73.7998939995
"North Side-South Side",2019-01-01,40.7099000002,-73.9624400005
"East Village",2017-10-01,40.72921987,-73.9839794499
"Crown Heights North",2017-03-01,40.6767519999,-73.9499350005
"Clinton Hill",2016-01-01,40.6813799998,-73.9568479999
"Governors Island",2016-01-01,40.6903199996,-74.0133099996
"Elmhurst",2016-01-01,40.7385814574,-73.8767587664
"Chinatown",2017-01-01,40.7217730004,-73.9894209994
"Queensbridge-Ravenswood-Long Island City",2018-02-01,40.7522785196,-73.9290546296
"Murray Hill-Kips Bay",2016-01-01,40.7518915617,-73.9816985108
"South Jamaica",2016-01-01,40.7020569999,-73.7845289994
"Forest Hills",2017-03-01,40.7189530002,-73.8389760002
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6627419999,-73.9508499995
"Lenox Hill-Roosevelt Island",2016-03-01,40.7723577698,-73.9585402195
"Mott Haven-Port Morris",2018-07-01,40.8068195404,-73.9176573999
"Central Harlem North-Polo Grounds",2016-01-01,40.8124179999,-73.9446890005
"Lenox Hill-Roosevelt Island",2016-01-01,40.7619932397,-73.9599982201
"Crown Heights North",2018-03-01,40.6757450701,-73.9562115797
"Midtown-Midtown South",2016-01-01,40.7646640002,-73.9806580002
"Brownsville",2016-01-01,40.6715266559,-73.9086034329
"Mott Haven-Port Morris",2016-01-01,40.8104760003,-73.9261380001
"Queensboro Hill",2016-01-01,40.74191,-73.80816
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.693069,-73.9900889997
"Mott Haven-Port Morris",2018-07-01,40.8047055204,-73.91293263
"Bushwick South",2016-01-01,40.6948167,-73.9283986674
"Upper West Side",2016-05-01,40.7858130496,-73.9782931195
"Midtown-Midtown South",2017-08-01,40.7467088697,-73.9862071101
"Elmhurst-Maspeth",2017-08-01,40.7466238169,-73.8923556535
"Turtle Bay-East Midtown",2017-12-01,40.7485785304,-73.9729614105
"Hammels-Arverne-Edgemere",2016-01-01,40.5844850004,-73.8112169996
"Forest Hills",2016-01-01,40.7111856291,-73.8536727785
"East Harlem North",2017-02-01,40.7963604555,-73.938107317
"Jackson Heights",2017-09-01,40.7475388201,-73.8854976102
"Midtown-Midtown South",2017-06-01,40.7623243697,-73.9722031699
"Washington Heights South",2018-02-01,40.84727016,-73.9353621105
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-04-01,40.7428031403,-74.00416971
"Park Slope-Gowanus",2016-01-01,40.6836659996,-73.9788099995
"Mount Hope",2016-01-01,40.8458999998,-73.9101360005
"Crown Heights North",2016-01-01,40.6740129996,-73.9346979998
"Upper West Side",2018-06-01,40.7856818499,-73.9726287095
"Lenox Hill-Roosevelt Island",2016-01-01,40.7634329604,-73.9590388103
"Midtown-Midtown South",2016-11-01,40.7487722201,-73.9886730297
"Flushing",2016-01-01,40.7585800001,-73.8250780004
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6981030004,-73.9969440001
"Fort Greene",2016-01-01,40.689942,-73.9821580005
"Washington Heights North",2018-06-01,40.8518310698,-73.9317729695
"Turtle Bay-East Midtown",2016-01-01,40.7562636,-73.9641818806
"Hunters Point-Sunnyside-West Maspeth",2018-07-01,40.747793,-73.9500860005
"Washington Heights South",2016-01-01,40.8468747696,-73.93565287
"East Harlem South",2016-06-01,40.7912030397,-73.94478351
"Fort Greene",2017-03-01,40.6845490504,-73.9702246199
"Astoria",2016-01-01,40.758529267,-73.9186233204
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-04-01,40.7502267799,-73.9950513698
"Jamaica",2016-09-01,40.7033519999,-73.7999229995
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5778710002,-73.8356640004
"Corona",2016-01-01,40.7374341379,-73.8616559293
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7282509998,-74.0053669994
"Grasmere-Arrochar-Ft. Wadsworth",2016-01-01,40.5958181468,-74.0629804652
"park-cemetery-etc-Bronx",2016-01-01,40.8405259998,-73.8951679995
"East Williamsburg",2018-04-01,40.7009900003,-73.9420899997
"SoHo-TriBeCa-Civic Center-Little Italy",2016-12-01,40.7154840901,-74.0026667299
"Mott Haven-Port Morris",2018-07-01,40.8120789372,-73.9265896208
"Melrose South-Mott Haven North",2017-03-01,40.8185596503,-73.9143003497
"Fort Greene",2016-01-01,40.6871190004,-73.9753749995
"Yorkville",2016-03-01,40.7743499998,-73.9570900002
"Hammels-Arverne-Edgemere",2016-01-01,40.5847269999,-73.8106829998
"Upper West Side",2016-07-01,40.7967612497,-73.9706515497
"SoHo-TriBeCa-Civic Center-Little Italy",2019-01-01,40.7230133798,-74.0067706497
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7426075127,-74.0042603013
"Lincoln Square",2018-06-01,40.7755320001,-73.9819730005
"Chinatown",2016-01-01,40.7102499999,-73.9979799999
"Murray Hill-Kips Bay",2016-02-01,40.745116,-73.9784159994
"Washington Heights South",2018-03-01,40.8475133196,-73.9353630897
"Upper West Side",2017-10-01,40.8004759302,-73.96818631
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6888250003,-73.9823019994
"Midtown-Midtown South",2016-07-01,40.7646719596,-73.9823626401
"Hamilton Heights",2016-01-01,40.8256723738,-73.9480324189
"Mott Haven-Port Morris",2018-04-01,40.8135750296,-73.9194912204
"Murray Hill-Kips Bay",2019-02-01,40.7450706,-73.9803740496
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7150274198,-74.0067720398
"Crown Heights North",2016-11-01,40.6792320002,-73.9270980001
"park-cemetery-etc-Queens",2016-01-01,40.7301239996,-73.7738569997
"Battery Park City-Lower Manhattan",2016-01-01,40.7041015999,-74.0105971997
"Upper West Side",2018-05-01,40.7853500997,-73.9731374106
"Central Harlem North-Polo Grounds",2016-01-01,40.8107949997,-73.9389250001
"Fresh Meadows-Utopia",2016-01-01,40.7415435746,-73.7822740472
"Turtle Bay-East Midtown",2018-04-01,40.7574173897,-73.9665275198
"East Village",2016-09-01,40.7308809997,-73.9858820004
"Bedford",2016-01-01,40.7003770003,-73.9502339996
"Schuylerville-Throgs Neck-Edgewater Park",2016-01-01,40.8180629998,-73.8238699994
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6893190003,-73.9871619999
"Washington Heights South",2016-01-01,40.8463830002,-73.9407060002
"Turtle Bay-East Midtown",2018-02-01,40.7504575598,-73.9718933404
"Richmond Hill",2017-06-01,40.6952564004,-73.8428399501
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7346730001,-73.989951
"Crown Heights North",2017-03-01,40.6742659996,-73.9502339997
"SoHo-TriBeCa-Civic Center-Little Italy",2018-05-01,40.7177257502,-74.0056096895
"Lincoln Square",2016-01-01,40.7714420004,-73.9881089996
"Bedford Park-Fordham North",2017-11-01,40.8667651899,-73.8978027796
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7431196183,-74.0083050731
"West Village",2016-10-01,40.7389966098,-74.0009460999
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-01-01,40.7406856598,-73.99799948
"Prospect Heights",2018-01-01,40.6802380502,-73.9645107198
"North Side-South Side",2016-01-01,40.7200789997,-73.9495109998
"Morrisania-Melrose",2016-01-01,40.8346230004,-73.898171
"Upper East Side-Carnegie Hill",2017-06-01,40.7634190001,-73.9669949995
"Turtle Bay-East Midtown",2017-03-01,40.7598074004,-73.9703691795
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7459060003,-73.998041
"Old Astoria",2018-06-01,40.7703598897,-73.9188946797
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6956825552,-73.9913479881
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-09-01,40.6843037398,-73.9921844995
"Washington Heights North",2018-03-01,40.8502484998,-73.9329264404
"Upper West Side",2018-01-01,40.7831213602,-73.98070878
"North Side-South Side",2018-02-01,40.7144977101,-73.9610954989
"Fort Greene",2016-01-01,40.6945570003,-73.9753362003
"park-cemetery-etc-Manhattan",2016-01-01,40.7680000002,-73.9711999998
"Westerleigh",2016-01-01,40.6182370002,-74.1072130004
"Central Harlem South",2016-01-01,40.8062969999,-73.9439119996
"Washington Heights South",2016-07-01,40.8348151404,-73.9404773099
"Clinton",2016-04-01,40.76560072,-73.9838451898
"Springfield Gardens North",2016-01-01,40.6731799999,-73.7851700005
"Van Nest-Morris Park-Westchester Square",2016-01-01,40.8406570002,-73.8426680002
"Central Harlem North-Polo Grounds",2016-11-01,40.8126556596,-73.9494894399
"Clinton",2017-11-01,40.7664368997,-73.9902617698
"Bath Beach",2016-01-01,40.5971760002,-74.0002820001
"park-cemetery-etc-Bronx",2016-01-01,40.8371170003,-73.8933099997
"Upper West Side",2018-05-01,40.7922549998,-73.973761
"Washington Heights South",2016-07-01,40.8334469996,-73.9417399996
"West Village",2016-01-01,40.7346055255,-73.9991692843
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-06-01,40.7519691297,-74.0049121698
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6566519998,-73.9502000001
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-04-01,40.74475,-73.9987360002
"West Concourse",2016-01-01,40.8270699998,-73.9264609997
"park-cemetery-etc-Queens",2016-01-01,40.7431999997,-73.8443000002
"Van Nest-Morris Park-Westchester Square",2016-01-01,40.8411050877,-73.8466216551
"Middle Village",2016-01-01,40.7188120002,-73.8853599996
"Park Slope-Gowanus",2018-01-01,40.666904,-73.9917889996
"Fresh Meadows-Utopia",2016-01-01,40.7304230002,-73.7771289997
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6936359997,-73.9883469996
"East Harlem North",2016-01-01,40.8054290004,-73.9425370001
"Old Astoria",2017-10-01,40.7674325818,-73.9226874793
"Ft. Totten-Bay Terrace-Clearview",2016-01-01,40.7737521088,-73.796343186
"Mott Haven-Port Morris",2018-05-01,40.8128409098,-73.9160743496
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5762200004,-73.94552
"Elmhurst",2017-09-01,40.747742377,-73.8822703105
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2018-01-01,40.6852183298,-73.9808665896
"Jackson Heights",2017-09-01,40.7477287797,-73.8836647505
"Lenox Hill-Roosevelt Island",2016-01-01,40.7706525435,-73.951341694
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7398639996,-73.9865989997
"East Harlem North",2016-01-01,40.7933050002,-73.9367590004
"Queensboro Hill",2016-01-01,40.7501399997,-73.8228399997
"Morningside Heights",2016-01-01,40.8118450003,-73.9575170005
"North Side-South Side",2018-02-01,40.7181870001,-73.9596884103
"Central Harlem North-Polo Grounds",2016-01-01,40.8082969997,-73.9388899995
"Elmhurst-Maspeth",2017-03-01,40.7377769999,-73.8839780002
"Lenox Hill-Roosevelt Island",2016-01-01,40.7591450001,-73.9532599997
"Midtown-Midtown South",2018-02-01,40.7457559801,-73.9845287302
"Flushing",2016-01-01,40.7711255247,-73.8269158096
"North Side-South Side",2016-01-01,40.7150879997,-73.9605020001
"Gramercy",2016-11-01,40.7319595701,-73.9838022902
"Turtle Bay-East Midtown",2017-06-01,40.7511816398,-73.9751877801
"West New Brighton-New Brighton-St. George",2016-01-01,40.645453,-74.1033979995
"Battery Park City-Lower Manhattan",2016-01-01,40.7033004998,-74.0093002002
"Lincoln Square",2016-11-01,40.7749698819,-73.9810792139
"Queensboro Hill",2016-01-01,40.7429309465,-73.8251699639
"East Tremont",2016-01-01,40.844468,-73.88169
"Morningside Heights",2018-04-01,40.8014976504,-73.9610815306
"Astoria",2017-08-01,40.7616457802,-73.9248555498
"Lenox Hill-Roosevelt Island",2017-06-01,40.7659016497,-73.9631802505
"Oakland Gardens",2016-01-01,40.7344862637,-73.7556816711
"Washington Heights South",2016-01-01,40.8340410001,-73.9448900002
"Turtle Bay-East Midtown",2016-03-01,40.7601348504,-73.9677744002
"Astoria",2018-02-01,40.7620730003,-73.9185180002
"East Village",2016-01-01,40.7309530004,-73.9816279997
"park-cemetery-etc-Brooklyn",2016-01-01,40.6570010004,-73.9636970001
"North Side-South Side",2018-02-01,40.7225042401,-73.9592022004
"Fort Greene",2016-01-01,40.6899670002,-73.9812139998
"Kew Gardens",2017-04-01,40.7110719996,-73.8281600001
"Hamilton Heights",2016-07-01,40.8233259996,-73.9530410005
"Battery Park City-Lower Manhattan",2016-01-01,40.704817,-74.0140649998
"Lincoln Square",2018-05-01,40.77535675,-73.9801608505
"East Harlem North",2017-01-01,40.8000700004,-73.9467620005
"Midtown-Midtown South",2016-04-01,40.7608949997,-73.9868360005
"New Dorp-Midland Beach",2018-07-01,40.57739083,-74.1026705403
"Jackson Heights",2017-11-01,40.7496062996,-73.8850720402
"Upper West Side",2017-08-01,40.7939621902,-73.9705711698
"East Harlem South",2016-01-01,40.7950200001,-73.9442500004
"North Side-South Side",2018-02-01,40.7192462196,-73.9586124806
"Murray Hill-Kips Bay",2017-11-01,40.7403685604,-73.9792517998
"Hunters Point-Sunnyside-West Maspeth",2017-04-01,40.7466391803,-73.9441382803
"Madison",2016-01-01,40.6102566673,-73.9531058487
"East Village",2018-05-01,40.7307672199,-73.9828470902
"park-cemetery-etc-Bronx",2016-01-01,40.8539799998,-73.8704719995
"Central Harlem North-Polo Grounds",2016-12-01,40.81629802,-73.9465580503
"West Concourse",2016-01-01,40.8284679996,-73.9226999999
"Turtle Bay-East Midtown",2016-03-01,40.7552334798,-73.9710322796
"Highbridge",2016-01-01,40.8379589117,-73.9235396129
"Turtle Bay-East Midtown",2018-05-01,40.7512956803,-73.9715336004
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7183829998,-74.0004599995
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-06-01,40.7507455803,-74.0058155499
"West Village",2016-01-01,40.7309750001,-73.9960789998
"Murray Hill-Kips Bay",2018-06-01,40.7433946804,-73.9838784998
"Borough Park",2016-01-01,40.6242439998,-73.9844040002
"Far Rockaway-Bayswater",2016-01-01,40.6023489997,-73.7514020003
"Woodhaven",2017-08-01,40.6919022901,-73.8632615496
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-11-01,40.6872103399,-73.9817193997
"park-cemetery-etc-Brooklyn",2016-01-01,40.6574519997,-73.9639909997
"Gramercy",2018-01-01,40.7373730603,-73.9811585896
"Crown Heights North",2017-04-01,40.6721144898,-73.9502138998
"New Dorp-Midland Beach",2016-12-01,40.5706349998,-74.1099179999
"West Village",2016-01-01,40.7402582786,-74.006003738
"Central Harlem South",2016-01-01,40.8006520003,-73.9546160005
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7418749996,-73.9873639996
"Lincoln Square",2016-04-01,40.7793308304,-73.9819899499
"Lincoln Square",2016-01-01,40.7765229904,-73.9823207904
"Central Harlem North-Polo Grounds",2017-01-01,40.8167799498,-73.9428424895
"Woodhaven",2017-10-01,40.6926072396,-73.8564538001
"Jackson Heights",2018-02-01,40.7476268704,-73.8846435204
"Jackson Heights",2017-09-01,40.7483110396,-73.8781654794
"Sunset Park West",2017-04-01,40.6597454401,-73.9989856397
"East Village",2017-05-01,40.7277935103,-73.9853250299
"Central Harlem North-Polo Grounds",2016-01-01,40.830135,-73.9382090005
"Lincoln Square",2017-02-01,40.7779209998,-73.9818530004
"West Concourse",2016-01-01,40.8281490001,-73.9274570002
"University Heights-Morris Heights",2017-01-01,40.8543462196,-73.9102178897
"Astoria",2018-01-01,40.7582210003,-73.9172299999
"park-cemetery-etc-Bronx",2016-01-01,40.8375389998,-73.8936579994
"Queensboro Hill",2016-01-01,40.7514100001,-73.8247200001
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5769599998,-73.9435899994
"Baisley Park",2016-01-01,40.6745399999,-73.7895499998
"East Concourse-Concourse Village",2016-01-01,40.8265919268,-73.9175826513
"East Village",2017-05-01,40.7276498662,-73.9851189886
"Canarsie",2016-01-01,40.6344746052,-73.8893046486
"Windsor Terrace",2016-01-01,40.660365,-73.9794929997
"Prospect Lefferts Gardens-Wingate",2017-03-01,40.6608519998,-73.9605809997
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6896330001,-73.9831650003
"Crown Heights South",2016-12-01,40.6687999996,-73.9587170006
"Prospect Heights",2018-01-01,40.6795679997,-73.9740600005
"Upper East Side-Carnegie Hill",2016-03-01,40.779038,-73.9539800004
"Kingsbridge Heights",2016-07-01,40.8676269996,-73.8987299995
"Eastchester-Edenwald-Baychester",2016-01-01,40.8729359999,-73.8386710005
